ACC_ID	distance_threshold	num_clusters
Q12980	0.9090693042887326	2
P36873	4.178413519849028	2
Q8IZ41	1.1748713749215944	3
P07305	3.6784318970965084	3
Q9Z2I6	2.82796357826617	2
P02748	7.0132874742854865	2
P25705	3.555458884416737	4
Q9UKJ1	3.1973949768399406	3
Q00266	1.913309746012416	5
P97852	2.5703937441567195	2
P01876	4.43712628848898	2
Q96PU4	4.1100012783593005	3
Q9DC50	0.04197419842395256	2
O35714	2.466575223530256	2
O15382	8.351736080472534	3
Q9NYG5	4.231925681320765	2
P09601	7.490617509925328	2
O95218	0.0	2
O70624	2.458185749951627	3
P49747	2.4642248274051615	2
O43187	2.146918489370288	2
Q9NYZ4	3.366896523506477	2
Q9NVJ2	2.4160218501684954	3
Q96EY1	0.1405939780597545	2
P62841	9.929041886441805	2
P97371	3.9756143508477613	2
Q62997	2.3378099360953835	4
Q9Y2C4	4.921730942906061	2
P62898	3.5176723562768024	4
Q9NX70	2.3617521442935456	4
P61619	2.736710448330722	4
P60508	1.899391826562318	3
P14784	4.0223561938247085	2
Q9NX08	0.12393950137062859	2
O95104	2.219041941568338	4
O55029	2.2767623896186566	3
P49770	5.810289550693124	3
O14842	0.8847824591389681	3
P21674	0.20561938948779446	3
Q8R1I1	3.9947841097277497	2
O95391	0.0044721359549995815	2
Q99679	0.363320794890686	3
P35558	1.3118066088756035	3
Q92997	3.8718175686575944	3
Q9Y4Y9	4.285173810166086	2
Q8TDZ2	2.077047604312332	3
P63104	8.864915243122024	4
P31324	0.03127299154222385	2
Q7RTV0	6.639436937185045	2
Q8IX04	0.9383656003925123	2
Q6ZN18	3.299343017495884	3
Q8C7D2	5.557676686291819	6
Q16555	5.393060832238922	3
Q76MZ3	2.86624113965569	3
Q58F21	5.98254484081962	3
P62166	2.9241412114801246	3
P00342	2.828305492435463	3
Q9NVU0	2.103805207458599	7
P16435	3.682461812429288	2
Q15436	4.070063145502468	3
Q99759	2.5623030656032864	2
P83940	2.210073754425404	2
Q658P3	0.011958260743101246	3
Q63739	1.7426281875374334	2
Q9H3M9	2.4493578750358225	2
Q99873	2.828529064136811	2
Q64329	1.7510951187319068	8
Q16832	3.537368686930415	3
Q7Z4H3	2.739644522510498	4
O43674	0.5439535825785136	3
Q9WUL6	3.793967587657611	4
P33240	0.8275948620090068	3
O94762	5.1556741547331155	4
P04775	0.0	2
Q13907	1.1822976687603775	4
O70351	0.027428609612032417	4
P0DP24	3.773009172152228	3
Q9HCS7	3.433213363599763	2
O00311	1.4639280875403706	3
O60563	4.569881116250911	2
P55040	2.5171094533214085	2
Q13224	1.9566635380975774	3
P37231	21.331780379821275	3
P50503	2.570058544368421	4
P01843	1.2652802071976308	3
Q49AH0	2.478682888301741	3
P33764	3.880106135023579	2
O00625	1.8609771815207945	4
Q2M385	6.947987923998252	2
Q8TB72	0.01058300524425837	2
Q99613	2.8840593448197014	3
Q96T60	1.9203744426543485	2
Q8CHT0	0.019419296869585878	2
Q14353	2.489936545376207	2
P08174	6.236103821030135	2
P50750	4.619839878177597	2
Q9JLT4	0.011489125293075997	3
O94855	1.1113000317459036	3
Q9NWX6	1.9833369851445117	6
O75795	0.3478347308708547	3
Q9H1K0	0.3605413240364004	3
Q02094	3.9943079125318497	3
Q96HR3	2.9731468501638485	3
P02692	0.44829231534792147	2
Q06141	2.7271486941492573	2
Q9UBU9	5.356098084588194	2
P47963	1.0831473253401835	3
O75436	1.6968600297832455	4
Q9Y3B9	0.04322036556994863	2
Q14232	6.717032291077866	3
P28068	1.442985806813617	5
P24549	2.341348029818817	4
A6ND01	3.5364607396744727	4
P06493	4.230649655166675	2
P16083	12.820077320660914	3
P56556	0.5483668176199821	2
Q14562	4.167243031755442	2
Q9Y6G3	7.395485784169662	3
P04040	5.618284224304582	4
P55265	6.120695136177796	3
Q9Y3C6	3.4004932975476754	2
Q80ZG1	0.008	2
Q9UBR2	2.5219454643378514	3
Q9HC84	4.288410910038046	2
P31689	1.5545237212728535	2
P56537	5.805733309346827	2
Q05096	1.0707644395247549	3
Q15078	4.629196240529595	2
P14324	8.61891764787262	2
Q14995	3.736040505593118	3
P27352	2.323720508150668	2
P17948	4.204521390169971	2
O09167	1.081455575189684	3
P82664	6.337867431189854	3
Q07890	0.652337833010685	3
Q53QZ3	2.8281592953721684	2
Q01469	5.755225095152352	3
P62829	9.059615931248208	4
O95486	3.742062413581962	2
Q16627	2.537856083390073	2
Q9CQ75	2.037118885447451	3
P01910	2.0735807194319684	2
Q9NZH6	2.1838381888349616	3
P49722	2.1510861125480574	6
Q7TPH6	0.0	2
Q9CPX7	0.013114877048604	2
P51784	2.4947711317874433	2
Q2TAK8	1.9463563741002863	3
Q5TA45	3.811722505264891	2
P55017	3.1066014801648976	3
P05413	6.351924701873821	2
Q5SRE5	0.36001111093964866	2
P62855	0.17200290695217912	3
Q9UEE5	0.03570714214271442	2
P78540	4.521998040485615	4
Q14938	1.2466992419986467	2
Q9BVJ7	2.5665965791296457	2
O95342	1.4509297019497533	2
Q03393	2.550326337320354	4
P01764	4.549850949939643	2
P83731	8.955438334368885	2
P49655	1.2262473825561764	4
P02462	3.3636230395781497	2
P41159	3.2161921939727773	2
Q13609	2.8278214093726373	3
Q60954	3.914481020432223	4
P40879	1.8513475272532345	2
P15208	4.1745921856711545	2
P10637	0.019849433241279198	3
Q16665	1.8460632606864054	3
P18077	8.856524914799383	5
Q8TEX9	2.968080136194921	4
Q7TPM5	4.0053051930313135	2
P25090	1.6228720738542302	3
Q9Y2V2	2.520164478759273	2
P01619	2.713431320916992	2
P68368	1.8510351458335714	2
O35987	3.1593354575501054	2
P68369	11.58566331714633	3
P20338	3.1278138052000473	2
P53350	8.446288546952564	3
P05231	3.996489312619384	3
Q96N11	1.9373827491279842	4
Q08116	1.9804365680324123	2
Q96P09	2.0150264608643678	3
O00629	5.230683106769892	3
Q14721	2.6702032506908533	2
P52272	0.0	2
Q9HBA0	6.369557862364956	3
P08228	2.1729754562197274	2
Q9NX01	2.089371842841378	3
Q9D485	0.027730849247723732	3
Q8TCD5	0.6420893342432588	4
Q96QT6	0.033966569839574134	2
P63272	3.6639453658535066	4
P49915	2.3442766784471982	3
O95433	0.0	2
P35609	4.78747566946447	2
P13020	4.201358103174627	2
Q9UK61	0.0	2
Q7Z7C8	5.849170389990627	3
Q05909	2.7844151989241834	2
Q9D9D9	0.03876854394996032	2
P02008	2.438060157857745	2
P49720	12.349457076620025	3
P52434	5.830490370682921	2
Q9Y4D1	2.828608662510429	3
O89049	3.6740043797502464	6
Q30154	2.5876969160252914	5
O14907	3.6422601683644045	3
Q96SY0	2.3722804701610225	3
Q9D855	1.116359010197971	4
P99999	5.103596924497347	2
Q99988	2.367988502793515	3
Q9Y3D5	6.222787367267209	3
O95167	0.5439987745084238	2
Q14194	2.8279164559434906	3
P09210	5.210547573135165	2
P0DN34	2.1805930100341993	3
Q1HG43	0.009899494936611575	3
P50548	0.9118611702859933	4
P07992	2.2686803432832927	2
P24666	4.5894685603745735	2
Q8IUH5	2.8932801742428382	2
Q91XL9	1.9287147403360136	3
Q7Z3B4	4.6371457196150505	4
Q86UC2	0.1792372729094036	2
Q13503	3.1254081226830737	2
P45983	5.846782054706512	2
P52565	5.952282741429213	2
P35613	4.6437173870247435	3
Q96C19	1.8861074657707282	3
Q9P0U3	4.069111696672874	2
P38484	1.5025048769454061	3
P98073	4.307667663502985	3
P12259	2.409910051870036	5
P16109	3.291398982036422	4
P39656	1.6450857120527187	2
P31751	4.255147924013878	4
Q96H15	3.3989866112488643	4
Q9CWH4	1.4377276812106106	3
Q8NB90	2.35184983521706	3
P06804	2.4766150909809026	3
P43246	2.7236715413310235	3
P42898	2.339531470187995	2
O15235	6.265612263003755	2
P15813	4.225202433973465	4
Q9UMR2	3.7100406487126323	3
P23979	7.478699414877912	2
Q16878	3.4719717211601386	4
O15318	2.609234232520337	4
P41240	3.548670770291858	2
Q6SZW1	11.751903096608325	2
P60468	3.806141484495814	2
Q92905	4.08288470635968	4
P37727	0.3879097833259686	3
P02745	3.6674338032587586	3
Q9R0Q7	0.08442156122697586	2
P03925	2.14008845303747	3
Q9Y6F7	2.461311303621168	2
Q9UQ16	2.8148727028647906	2
P47709	4.335860840639754	3
Q8TDV5	0.6502951759035298	3
P36578	9.051282347525493	4
Q16658	5.341009197707864	2
Q9H7E2	4.071127703484529	5
Q8CIE6	2.3998548368797716	2
Q8IU99	4.262205022274487	3
Q14162	1.8943671766582106	2
Q9H444	2.074316754982228	2
P41235	4.6540862157606036	4
P78417	5.68550393565346	2
Q16181	3.9123925047355756	2
Q8K4J6	0.7627126560133544	4
Q8TDD1	0.003464101615137754	3
O95671	0.9257200798605982	4
Q6IMN6	1.9035453262679658	4
Q8NHZ8	6.6066668095880585	2
Q9C040	4.17404776126944	3
P0CG50	4.414384021331133	4
P09951	2.2210635158131713	4
P62837	7.104077448325916	2
Q05823	3.1658259049601423	3
Q9NQB0	1.0874491859956912	5
Q9NZJ5	2.3917362939922953	2
P09486	2.4886190280287313	2
P10301	2.822553453878243	2
P63041	1.5005002499166737	2
P47929	6.95514041160964	4
O95267	0.0	2
P07148	8.462126975874138	3
P30530	2.9044091645887016	3
Q96NC0	3.3044735190488725	2
Q12791	5.50623417110195	4
O00512	3.4653765616864365	2
Q9JIS1	0.0	2
P40198	1.2467343757407052	5
Q9BYN0	4.615401718401359	2
P06748	5.315426109899673	2
P40855	1.9265342694004362	4
O14960	0.36324104691880077	3
P62875	6.020794844520831	2
Q15262	0.0	2
Q9UI95	4.990887214491355	3
Q9CZP5	8.030798530125665	2
P51667	1.932676555108657	2
P69892	3.57709549774674	2
Q7Z4V5	2.3098935237476663	3
Q9QUN7	2.764798726851559	2
Q9UN81	3.7778052994411655	4
Q96BH1	0.028011902232206065	2
P82650	6.2766253169186355	2
P42765	0.03121853482869863	4
P25103	1.7743609193312473	4
P32246	0.05974110812497539	2
Q9D0J4	1.7499405460191322	3
P62834	1.4800991825661785	4
P25963	2.185814722248892	2
P35606	2.4847718205098834	2
Q9CPN8	0.748826685826077	3
P58771	0.7347509095062215	3
Q8N0X4	2.4948939295855133	3
Q62625	1.800448277513131	2
P05388	3.9796256135231522	2
Q92830	7.126764218339871	2
Q9NRR4	0.7121277955308898	3
P62877	8.125466396531003	2
P62843	0.17682194433949672	2
O88998	0.10879797792238621	2
P47870	5.464089665926039	3
Q8WWM9	3.775521573239915	2
P07477	3.4175668397582655	3
Q06330	1.9892179649752688	5
Q53H47	1.3074871229264295	3
Q8BPB0	3.4400321349975593	3
O95971	0.10339729203417303	2
P28074	11.417435969603918	3
Q9Y616	0.0	2
P54855	0.20682540881413214	4
Q6ZNA4	2.3059245434315496	2
Q64096	3.7017871134538964	2
P14868	2.0913067858640404	3
Q6IQ20	0.03875994496040125	2
P22033	2.707382938131932	4
P61244	4.325904148818128	2
P25788	10.99886988554982	3
Q9DCT2	2.275072751386273	3
Q9H1R3	2.469619606336166	2
Q8BGT1	2.452033034035227	2
Q15029	6.542214434289386	3
P35250	2.906180893794817	4
Q9BRJ2	6.916289615263124	3
Q92932	0.09511855129258429	3
Q99489	2.4660215597868023	2
P54619	4.543103138235313	5
P47915	1.0882408251793794	3
Q9NWU1	1.4532053078167126	2
Q7Z6V5	2.8288327981695915	2
Q99547	0.015231546211727842	2
Q9H4L5	2.362379624102436	4
Q9UL16	2.5270168183057273	2
P40124	2.5871060899118223	3
Q8TAQ2	2.5976104730359575	3
P08183	0.03974711729589142	2
O94901	3.0431701272718676	5
Q9UJ70	2.6896651157630744	4
Q9Y6D9	3.5099519227476614	2
Q9Y6L6	1.2797019184169414	2
Q8IYW5	5.221197611659609	2
Q9P0J6	6.096731354644501	3
Q8N697	3.293680059345979	2
Q9BX66	3.150626238198791	2
P54646	2.5836942952506736	4
O35867	1.1954179185540093	2
O96028	5.643897026187176	3
O15519	2.7710197629577302	5
Q9BXF3	3.0646476469571513	2
P62314	11.18961681700103	2
Q8CII9	0.16476953601925315	3
P24928	1.4005002569428435	2
P56385	2.235851221944126	3
Q8TDX5	5.004568903623079	2
P42702	1.3508093990752092	3
P62301	0.16086018774078292	3
Q01064	1.7728115133860594	5
O60814	10.457314909030021	4
P17707	4.130410289728864	3
P62745	1.6192737495055065	3
O43614	0.8715664059611292	2
Q13572	0.8443432957416439	3
Q9BU64	1.5424132646390512	5
Q9UPY3	3.3976192183429466	2
P43166	1.6499633329259171	2
Q91XB0	5.094878904540322	4
Q12974	0.07032780389006899	2
O95255	0.8534616507717279	3
P83111	3.3090037574271	2
P15923	0.6222849169539733	3
Q9BY11	3.3535574330471682	4
Q76EQ0	2.773945385186954	2
Q16795	0.5483668176199821	2
P11021	7.075422910397705	3
Q9BYB0	0.9918053273722749	4
O75908	0.8553505129477621	2
Q15404	2.462355265954531	3
Q9HBE5	3.7193054436726936	2
P01877	4.524257964854256	4
P68400	19.120804386520916	2
Q9BVP2	3.0716234903903885	3
Q9UBQ5	4.531917014622776	3
O15234	3.6290683262604273	2
Q92630	4.924500662785799	2
P29066	3.6364878541464183	3
Q16820	2.7941186442855606	3
O95477	0.6706854702466725	2
Q9UL18	0.024716990108020642	3
Q13112	3.6122590382774145	3
P33242	1.5014806026053082	2
Q64669	2.7839518674000097	2
P04920	3.3798835039095647	2
P08046	4.570192567058854	2
O43414	1.3480438384845614	2
Q8WVK7	2.9619279194470622	2
O60231	0.1620339470604848	3
Q53H82	2.457839227180384	2
P02788	4.642911061770354	2
Q8TCX1	1.7611592772943623	2
Q9Y5G1	0.01349073756323204	2
P62995	1.9112470928372902	3
Q9UNF0	2.4247636450763297	4
Q86WV1	2.544943417838597	2
P15328	4.1897226365749525	2
Q12864	2.7095729176519177	3
P40112	0.8733117220632374	3
Q68FT9	1.2356218981957396	4
Q9Y6M1	0.08152300288875569	2
Q9UHB9	3.109954760082532	2
O14931	2.476615970768715	2
P08473	4.100693538902901	2
P28072	11.351855590787114	3
Q9UNP9	4.930012624173472	2
Q15018	1.7002979150725321	2
Q93088	2.6399262124413134	4
P62807	8.81956432922719	2
O55043	2.1446016587801453	7
Q13033	2.4970958910550745	4
Q7Z7E8	2.8136083593847956	2
Q96EP1	1.663781030207895	4
Q9Z2F5	0.015620499351813422	2
P62244	10.145652173836027	2
Q5UCC4	2.7559286093801485	2
Q9D9I1	0.048509792825779385	2
P47224	1.9601117315092016	2
P20917	1.262596468269371	3
P22914	3.9594753128822893	3
Q15393	4.541535025615115	2
P18420	0.7430202619799653	3
O43157	4.224229362782731	3
O95544	1.3411223136532167	3
P09693	4.108120333703783	2
Q96KN9	4.250343203707338	4
P0C0L4	4.731303868547368	3
Q5T9L3	2.051137216370516	3
O15372	4.1911919820632555	3
P06127	1.955372059430123	2
P29459	2.307661177901168	4
Q9P2K8	4.336171984757286	2
Q5VST9	4.345213696964933	2
O00220	2.4140430816371112	2
Q6NZB1	4.4136877964239005	3
P03973	2.2205672698659686	2
Q9H2S1	0.020526405757787636	2
Q9D8T2	4.0072780631694895	4
P07174	3.2337908948156855	3
P54710	0.26363105532795883	3
Q9CZL5	2.458510321312481	2
P00796	2.8281184557935335	2
Q8R1R4	2.2765601243982116	2
Q62986	1.5917921050846173	3
Q9BY84	3.0714281832215944	3
P01887	15.80297495673777	4
P01704	2.4006239701306984	3
Q03386	1.5580940279713542	3
Q00959	7.543915649243046	3
Q5JSS6	0.019364916731037088	2
P30050	6.775777974068606	3
P48735	2.7664305636334534	4
P13797	2.152858946227367	3
Q9EQG7	1.6018751511900045	2
P60006	1.1713258458413902	3
P56381	1.466439014274619	3
Q13882	3.957147573741313	3
P51693	3.2223757900922805	3
Q04721	0.0	2
Q9BUL8	5.468711528118644	2
Q86Y38	0.007607014306984486	2
B2RUJ5	2.288195795818181	2
P52952	2.8327700559716567	3
P54687	5.278844595035234	4
P22892	6.9632441230238555	2
Q12884	1.4659337083603248	4
P46778	8.87286361812598	5
O43583	3.551135953904004	5
P17516	2.433817577387426	2
Q9NXU5	0.4998759846201857	2
Q9CXZ1	0.2224592418527811	3
Q969H0	1.8776525638311665	4
P29034	2.323136887916853	2
Q9BPX6	3.304050457668609	3
Q9BUL5	2.2460632267800658	4
P50591	4.276056750276018	3
P17515	2.191456136909886	2
Q9Y2G5	2.5731617492885457	3
Q9P2W7	0.014560219778561034	3
Q923J1	5.393617693395813	3
P19532	2.8142985342346876	3
P12544	2.220041409629344	6
Q8N0S6	1.6629411133500396	4
P02545	5.241781614672547	4
Q15819	6.394678685186025	2
Q12879	4.897790257760651	4
Q96T58	0.037735924528226494	2
Q93034	4.49561095747312	2
Q9Y4X5	2.999503192899689	3
Q8N1F7	4.0894690736653505	4
Q8N4H5	3.111315624343778	2
Q9NVD7	3.0991859335569827	3
P12969	1.715784290530358	4
Q9Y421	1.3694452648183253	2
P51688	2.941613822488626	3
P97351	1.6709322747097404	2
Q9D071	1.3428146001300136	3
P60953	6.879056807488628	3
Q06481	0.0	2
Q8BRT1	0.3886669525442059	2
P08670	5.340634623792241	2
Q14534	1.6353495039287473	2
O00409	2.366732557768199	2
P04035	6.676007573964857	4
P42566	1.7347285570563098	2
A0A0B4J272	1.812536392092349	5
P00995	1.8761350037548903	5
Q8BWP5	0.16711371941102993	4
Q9NRN9	2.815864165758	2
Q9UBQ0	5.550295186487189	2
Q6ZQR2	0.039048474148593026	2
P48039	0.4718612084077267	2
Q8VE49	0.852195400128398	2
P10599	6.972611958327687	2
P70158	3.550983675039647	3
Q9BY41	9.241302426717475	3
Q8NBF2	2.226774913458405	3
Q9CPQ1	1.616036540428465	2
P22090	0.28174101582836686	2
Q9NRW1	0.8902719522329039	3
Q4G0J3	2.127786490995101	3
O60921	2.3621799606860328	2
Q9UKL6	0.10753139076567386	2
Q9WTV6	2.463216393254965	2
Q09161	4.0539241357977325	3
O43918	1.6909287878425043	3
P14649	4.198650511658194	2
P20231	4.920806366132773	4
Q99807	0.031951872277848015	4
P47911	0.17366058850527955	2
P0DUB6	1.7288953232864053	3
P29317	9.310361439814503	2
Q9Y617	3.8145449618257867	4
P28749	2.143765230504194	5
Q96N67	2.1723230652920846	2
Q07009	2.30440556326355	2
Q04656	4.239932754925857	2
P06756	5.036469272297015	4
P51587	2.256318372480015	4
Q9P0U4	1.0906237611132532	3
P22413	0.04365012409298874	3
P04177	0.010390117099115415	3
Q02297	3.5044747347243863	4
P00375	0.019170289512680405	3
O00244	5.435584059387425	2
Q9UL25	2.903793759894115	2
P99026	2.1634198534831772	6
P29074	3.919028440400333	2
Q6I9Y2	2.9502185059493855	4
Q80X44	0.0276477847213841	2
Q5VYS8	2.866859395255352	3
P53778	3.1593421150612984	2
P78362	2.3341551325240517	4
O95639	3.78300042955324	2
P02766	22.117275582650155	3
P21912	0.6731426297598451	3
Q96GA7	2.534780858378096	2
Q01523	5.502872078354611	3
P46938	2.80591197295995	2
O15178	5.374672232305315	3
Q9UQK1	2.426869707001054	3
Q9Y6A5	3.518354347731986	4
Q96C36	2.397754505087346	2
Q9NW08	3.6829285260667146	3
O35543	2.461060205141949	2
O15409	3.349771494694327	2
P29375	3.4247634743244193	2
P14131	0.1688668114224936	2
Q6RHR9	0.0	2
Q8IW19	4.015633321173907	3
Q93063	0.02521904042583678	3
P03986	0.12846789482201393	2
Q9NPC2	2.4083887830931845	4
Q9R1E6	2.7423633846252637	2
Q6UX46	2.456014779407881	3
Q13077	1.3655236271891849	6
P09661	6.2627129866369895	3
P43627	2.4214381811999717	3
P17752	4.906357948514945	3
P49771	4.516576432578278	3
P51955	3.846181260702548	4
Q9WTS2	2.3218480747844	4
P50172	4.408872183852745	4
P61149	2.417544867555528	3
P31327	2.1706959625420907	5
Q1XH17	3.506751596834991	2
Q9HAU4	1.5495877505594455	6
O94788	3.303066384694152	4
P12318	2.161371868756304	4
Q96QV6	0.49006122066533697	2
O00391	2.3386066289352723	2
Q8BZB3	2.232550283632724	3
F6SEU4	2.61110335830258	3
P23528	5.469809918794662	3
P00746	8.966847656956718	2
Q8TDF6	2.44575244045672	2
Q9NQ38	0.8550323489910427	3
Q9Y2Q5	4.518905252590349	4
P06744	5.650176604909502	2
Q9NZ42	1.1508768169608308	3
O14640	3.179146574694782	3
P51580	2.828427478299558	2
P06576	3.9032429772669737	4
P46952	0.008944271909999024	3
Q96BI3	0.33384321704544373	3
Q62230	2.954411663418341	3
P17693	3.0683305690547127	4
Q05193	7.40322125521551	3
Q8WYK0	2.587477922611128	2
Q9UKJ0	1.490080534736294	2
P19484	1.0361733254709216	4
Q86UW6	2.304769986895054	4
Q12933	6.001326115230838	4
Q9UBC3	7.043022951443124	3
P28845	9.466705812245014	4
Q5W0Z9	2.8754152408656117	3
P00734	23.145701474988492	2
P78423	3.6088317521311746	3
O43660	4.571920849052398	2
Q9Y3D8	2.5132141795071163	3
Q13796	2.16746157213148	2
P02792	4.699447272956409	3
O75382	0.6560038605086072	3
Q99963	0.0	2
Q9P2E7	2.707854276133399	4
Q9H773	2.456913681084346	4
Q9Y5C1	2.437129048696437	2
Q460N3	8.43453756295788	2
Q5D1E8	2.5545621021661264	3
Q96F10	0.009643650760993161	2
Q9NYB9	0.032465366161495854	2
P37023	5.2725540579972145	4
P40818	3.678673775968726	2
O60229	0.020760539492026688	2
Q6ZPF3	2.920696064297003	2
P23193	3.5875338079614894	2
A6NLU0	2.3993849211829272	2
Q9BRV8	0.959142274486017	4
P04166	4.879232612740242	3
P49761	4.695756955919167	3
Q9UMR7	0.34877497076199226	4
P51858	2.7944720431594945	2
Q6PFD9	0.7514427621569948	4
Q15120	1.0266720940626932	3
Q9WUU8	3.000142369776624	3
P43686	7.220601402158437	4
Q9Y6W6	6.300896346927577	2
P21673	3.6214194850978307	4
Q8K4Q8	1.780809928094517	2
Q8N8U2	6.11675566114765	2
O75787	0.4365536367098297	3
Q8BGL3	2.828460358569658	2
P15927	3.855803408061773	3
P30046	6.5671512934785445	2
P07358	1.282468304665584	4
P54577	2.3514151767251423	2
Q8N5C1	5.344937324234961	2
P01864	2.4896453792228543	2
P01375	10.105700632799106	4
Q7Z6G8	0.39503608827119585	3
Q13576	1.9514559699352723	3
P42701	0.9421073080791484	4
Q9H204	2.884779961672641	3
Q9UIF8	8.68602360380472	2
P0CG48	15.74093107425627	3
Q9H0F6	3.5779257491829908	2
Q9UJ37	3.4501932441801872	4
P61956	4.485715589170111	4
O43824	0.09801020355044673	2
Q16552	6.872205416175319	3
P35456	2.003313754757352	2
Q13439	2.2512188612536126	4
P53597	1.1781907740260062	2
Q9D020	4.569370814816544	3
P27216	1.1416934790038873	3
Q9UJX3	5.008090877281303	6
Q86UX7	1.957805257870099	3
Q9UJX5	1.7707476592665268	3
P16872	1.3200701078000763	3
P60868	0.2946693061721901	3
Q9JJI8	1.0659276783672968	3
O75190	2.024096588604407	2
Q9UQG0	1.811805573204409	3
P61011	3.892825236793876	4
Q9H6S0	2.5771649151732605	2
P27635	5.016827047905231	4
Q9P0I2	2.2768301063832874	2
P04003	4.162016331139149	3
Q9NWB1	3.14675451762868	3
O14920	3.240864488146671	4
P27448	2.588521778930979	2
P18418	0.629834105141981	2
P11177	5.414018335014035	2
P06865	3.053675310538689	4
Q9CXW4	1.0818736741571633	3
Q14152	3.155731294010946	2
Q9UBR1	2.275143365446084	2
P11473	3.6184614447680277	2
P14635	3.6465412836458246	2
Q9NRX2	7.614462730837747	3
P01869	3.7388131464102847	3
Q60631	0.024933244206614358	2
Q8C6L5	9.639089308866444	4
Q9D358	2.3724254522035033	3
Q9BS18	1.3301613501348237	3
P54708	2.6025594305481983	3
Q8N5N7	7.380666231623221	3
P13497	3.507271765412624	3
O95833	0.012727922061357866	2
P10809	9.565502832734087	2
P97465	2.5195463877452227	2
Q8NFU1	3.35187909608805	5
Q08380	0.0	2
Q9WV48	3.497619735388488	4
Q9BQI6	0.011489125293075997	3
P23284	2.3268203835773384	3
P62917	9.767052640129766	3
Q02817	5.094563652659884	4
Q9Y2M0	4.034018221655268	3
Q01518	1.870204266918456	2
Q9CR21	5.426226151419121	4
P0DPB6	4.952871412733076	3
Q15370	18.272767357401012	2
Q7L014	2.5694721247758263	2
Q8TAB3	2.799677838609292	2
Q99JB6	3.6065308045883158	2
Q08AE8	1.0107888008877026	2
Q9NUX5	4.105603792598314	3
P04234	3.904214002910122	2
P08887	3.9975419217297934	3
P61026	2.5859516623479255	2
O00241	2.2281537200112562	2
Q9NQX4	0.0	2
Q8TAD8	1.0865840970675027	2
Q9NRL2	2.5289272429233702	2
Q10588	0.06482026432117216	3
Q92973	4.523276034562613	2
P49459	0.8862828736055648	4
O43683	3.6031882770399792	2
Q920Q2	0.2072414051293805	2
Q15119	5.922342166311551	2
A2AR95	2.145822052022525	3
P19793	10.128423199464738	2
Q9NW38	2.8475240623591374	2
O54924	0.017635192088548468	2
O76090	4.637913035374231	4
P08603	7.177342406361023	2
Q9Y580	3.6519508128334084	4
Q08043	3.399371858181634	3
P13804	0.8740326444940312	3
Q8K183	2.259663055047776	4
P61077	5.881364333792932	2
Q9Z2X2	2.6583961628052037	3
P25286	1.3786319879166105	3
Q15465	4.122518274558206	3
Q9Y235	1.6087143935453554	2
Q8BGV8	3.6936776530257918	3
P28067	0.8676397569384555	3
Q96SW2	5.766336048505905	4
Q8TF42	4.017534112772195	4
O94813	3.8691056305882894	2
P28827	3.4124631749916867	3
Q04519	3.1085009806228565	3
P01857	13.20542351743915	3
P24864	0.048345187380514965	3
O88618	0.017742456372977777	4
P00520	5.879312641535628	3
P62947	1.0816904377109626	3
Q9BYT8	2.182586726503489	6
P78344	1.2646733481707306	4
P28715	0.7811657675247394	3
Q9H1K6	1.0233616174158575	2
O60678	3.155436733287134	2
Q9NR50	4.219506339764288	4
Q96CA5	6.137161768168875	4
Q504Y3	2.200419744127979	3
Q9BRR9	2.3832289021409587	2
O15514	3.126416862799969	2
Q9NWZ3	13.766698731461588	4
P05107	6.0526899801813725	3
Q9UHC9	2.630803686155444	4
P43354	4.888562498321977	2
Q5SXM2	0.269917888748906	2
P19256	1.9744264990118017	2
O95340	4.007397938615893	3
Q86UT6	2.4317680810472035	2
Q9H221	1.0098449981728561	4
P62277	10.325399172404055	2
P05362	4.947968370476724	2
P10287	2.8095757686882195	2
P61765	1.8320491259788856	3
Q9QYM2	0.8983374850398169	3
Q9D9V4	2.35979956775994	2
P52815	8.449458152223517	2
P63043	13.409496866073907	2
P0DP25	6.1365396395935425	3
Q9Y3C4	3.5800729408637415	2
Q15528	3.1607738884509744	3
P21860	5.142132025701216	3
P41250	1.8554702059763541	4
Q92956	3.1100062549689222	4
P42208	2.571382896419746	2
P50479	2.8894566605234155	3
P50336	2.4472480462756523	2
P23396	10.118338419181251	2
Q9NV35	5.10643386476135	4
Q16222	1.8811860844171506	3
Q13336	0.7996174759993475	3
Q15276	4.027276547800504	3
Q15700	0.0	2
P15018	3.0660300063763235	2
P11348	1.6285432347923732	4
Q13477	3.1123762596325975	3
Q9ULK4	2.6300232384620243	3
P63279	5.306363725013849	2
Q8TC29	0.03506218964721319	2
Q8NDI1	2.3387083932576926	4
Q5VU69	0.006324555320336822	2
Q15059	6.800183100021283	3
Q8N2I9	1.8022025413365723	2
P08134	2.0778681829754784	4
P04406	6.664945232826409	4
O94906	3.4607617690236068	3
Q9BPZ2	0.00721110255092805	2
P27694	6.0188604846093705	2
P40306	1.7010544164443564	4
Q15027	4.3163618200865965	3
Q7Z2W4	3.648513094435412	2
Q9UHQ4	2.3571370318841836	4
Q9WVQ1	3.6486530244285573	3
P01823	2.9850434194022575	3
Q9BYD2	8.057645011162585	3
Q9NRF8	2.0659652410396774	8
Q9BRT9	3.134936605530048	4
Q8NFU5	0.02237111232519906	2
Q8R0F8	2.877472077908145	3
Q80UL9	2.387762760409836	2
